,movie,budget_int,total_gross_int,gross_margin,release_year,tconst,runtime_minutes,genre_lists,main_genre,averageRating,title,region,is_original_title,gross_margin_dollars
36888,The Reader,32500000,147159282,77.92,2008,,,,,,,,,114659282
36889,Man on Wire,1900000,8579309,77.85,2008,,,,,,,,,6679309
36890,Get Smart,80000000,357058624,77.59,2008,,,,,,,,,277058624
36891,Milk,20000000,89134670,77.56,2008,,,,,,,,,69134670
36892,Seven Pounds,54000000,236569152,77.17,2008,,,,,,,,,182569152
36893,Doubt,20000000,86637571,76.92,2008,,,,,,,,,66637571
36894,The Boy in the Striped Pyjamas,12500000,53129559,76.47,2008,,,,,,,,,40629559
36895,Lakeview Terrace,20000000,84084805,76.21,2008,,,,,,,,,64084805
36896,WALL-E,180000000,756316189,76.2,2008,,,,,,,,,576316189
36897,Meet the Browns,20000000,83950776,76.18,2008,,,,,,,,,63950776
36898,Dolphins and Whales Tribes of the Ocean 3D,6000000,24967283,75.97,2008,,,,,,,,,18967283
36899,Baby Mama,30000000,124664659,75.94,2008,,,,,,,,,94664659
36900,Bedtime Stories,80000000,331570910,75.87,2008,,,,,,,,,251570910
36901,Die FÃ¤lscher,6250000,25688233,75.67,2008,,,,,,,,,19438233
36902,Meet the Spartans,30000000,122880507,75.59,2008,,,,,,,,,92880507
36903,Nim's Island,37000000,149864187,75.31,2008,,,,,,,,,112864187
36904,The Day the Earth Stood Still,80000000,316737328,74.74,2008,,,,,,,,,236737328
36905,"Run, Fatboy, Run",10000000,39515522,74.69,2008,,,,,,,,,29515522
36906,Made of Honor,40000000,152561472,73.78,2008,,,,,,,,,112561472
36907,The Happening,60000000,227285258,73.6,2008,,,,,,,,,167285258
36908,Jumper,82500000,302812940,72.76,2008,,,,,,,,,220312940
36909,Max Payne,35000000,128464443,72.76,2008,,,,,,,,,93464443
36910,Four Christmases,80000000,288457598,72.27,2008,,,,,,,,,208457598
36911,One Missed Call,20000000,71403507,71.99,2008,,,,,,,,,51403507
36912,Kit Kittredge: An American Girl,10000000,35315946,71.68,2008,,,,,,,,,25315946
36913,Eagle Eye,80000000,282026002,71.63,2008,,,,,,,,,202026002
36914,Step Brothers,65000000,228937586,71.61,2008,,,,,,,,,163937586
36915,Transporter 3,40000000,138950654,71.21,2008,,,,,,,,,98950654
36916,"10,000 B.C.",105000000,363849879,71.14,2008,,,,,,,,,258849879
36917,You Don't Mess With the Zohan,90000000,302929828,70.29,2008,,,,,,,,,212929828
36918,Tropic Thunder,90000000,301660569,70.17,2008,,,,,,,,,211660569
36919,Quantum of Solace,230000000,761060505,69.78,2008,,,,,,,,,531060505
36920,The Forbidden Kingdom,55000000,181150540,69.64,2008,,,,,,,,,126150540
36921,Heroes,400000,1311076,69.49,2008,,,,,,,,,911076
36922,The Sisterhood of the Traveling Pants 2,27000000,88360095,69.44,2008,,,,,,,,,61360095
36923,Rambo,47500000,154968636,69.35,2008,,,,,,,,,107468636
36924,LÃ¥t den rÃ¤tte komma in,4500000,14369767,68.68,2008,,,,,,,,,9869767
36925,Valkyrie,90000000,287040003,68.65,2008,,,,,,,,,197040003
36926,Welcome Home Roscoe Jenkins,27500000,86044144,68.04,2008,,,,,,,,,58544144
36927,Mirrors,35000000,107912035,67.57,2008,,,,,,,,,72912035
36928,Never Back Down,21000000,64170723,67.27,2008,,,,,,,,,43170723
36929,Bolt,150000000,442068608,66.07,2008,,,,,,,,,292068608
36930,Over Her Dead Body,10000000,29166201,65.71,2008,,,,,,,,,19166201
36931,The Incredible Hulk,137500000,400380772,65.66,2008,,,,,,,,,262880772
36932,The Mummy: Tomb of the Dragon Emperor,175000000,508252001,65.57,2008,,,,,,,,,333252001
36933,Hellboy II: The Golden Army,82500000,236374566,65.1,2008,,,,,,,,,153874566
36934,The Curious Case of Benjamin Button,160000000,457141284,65.0,2008,,,,,,,,,297141284
36935,Superhero Movie,35000000,99664822,64.88,2008,,,,,,,,,64664822
36936,Zack and Miri Make a Porno,24000000,68314252,64.87,2008,,,,,,,,,44314252
36937,In Bruges,15000000,42334608,64.57,2008,,,,,,,,,27334608
36938,Changeling,55000000,149545382,63.22,2008,,,,,,,,,94545382
36939,My Best Friend's Girl,20000000,54006361,62.97,2008,,,,,,,,,34006361
36940,The Other Boleyn Girl,40000000,105084927,61.94,2008,,,,,,,,,65084927
36941,Space Chimps,37000000,97135924,61.91,2008,,,,,,,,,60135924
36942,U2 3D,15000000,39069249,61.61,2008,,,,,,,,,24069249
36943,The X-Files: I Want to Believe,35000000,89153270,60.74,2008,,,,,,,,,54153270
36944,Disaster Movie,20000000,50911653,60.72,2008,,,,,,,,,30911653
36945,The Spiderwick Chronicles,92500000,234034720,60.48,2008,,,,,,,,,141534720
36946,Rachel Getting Married,12000000,30272336,60.36,2008,,,,,,,,,18272336
36947,The Chronicles of Narnia: Prince Caspian,225000000,558962778,59.75,2008,,,,,,,,,333962778
36948,Fool's Gold,72500000,179594007,59.63,2008,,,,,,,,,107094007
36949,Appaloosa,20000000,48122847,58.44,2008,,,,,,,,,28122847
36950,é·æ±ä¸è (CJ7),20000000,47507449,57.9,2008,,,,,,,,,27507449
36951,The Tale of Despereaux,60000000,141359462,57.56,2008,,,,,,,,,81359462
36952,Body of Lies,67500000,157951196,57.27,2008,,,,,,,,,90451196
36953,Traitor,22000000,51413057,57.21,2008,,,,,,,,,29413057
36954,Untraceable,35000000,81337786,56.97,2008,,,,,,,,,46337786
36955,Fly Me To the Moon,25000000,58074224,56.95,2008,,,,,,,,,33074224
36956,Diary of the Dead,2750000,6347067,56.67,2008,,,,,,,,,3597067
36957,My Blueberry Nights,10000000,23065774,56.65,2008,,,,,,,,,13065774
36958,Igor,22000000,50541951,56.47,2008,,,,,,,,,28541951
36959,Revolutionary Road,45000000,102556160,56.12,2008,,,,,,,,,57556160
36960,Tropa de Elite,6537890,14327939,54.37,2008,,,,,,,,,7790049
36961,The Duchess,27000000,59009088,54.24,2008,,,,,,,,,32009088
36962,Ne le dis Ã personne,18500000,40152901,53.93,2008,,,,,,,,,21652901
36963,Ghost Town,20000000,43325852,53.84,2008,,,,,,,,,23325852
36964,W.,25100000,54110271,53.61,2008,,,,,,,,,29010271
36965,Eden Lake,2000000,4301694,53.51,2008,,,,,,,,,2301694
36966,Call+Response,200000,425978,53.05,2008,,,,,,,,,225978
36967,Be Kind Rewind,20000000,42069411,52.46,2008,,,,,,,,,22069411
36968,Mad Money,22000000,45712900,51.87,2008,,,,,,,,,23712900
36969,Choke,3400000,7050842,51.78,2008,,,,,,,,,3650842
36970,Drillbit Taylor,40000000,82548367,51.54,2008,,,,,,,,,42548367
36971,Babylon A.D.,45000000,92749069,51.48,2008,,,,,,,,,47749069
36972,Australia,130000000,264634812,50.88,2008,,,,,,,,,134634812
36973,Rejsen til Saturn,2700000,5377665,49.79,2008,,,,,,,,,2677665
36974,Righteous Kill,60000000,118562820,49.39,2008,,,,,,,,,58562820
36975,Brick Lane,2500000,4933484,49.33,2008,,,,,,,,,2433484
36976,Pride and Glory,30000000,59181442,49.31,2008,,,,,,,,,29181442
36977,Admiral,20000000,38585047,48.17,2008,,,,,,,,,18585047
36978,RocknRolla,18000000,33494965,46.26,2008,,,,,,,,,15494965
36979,Mongol,18000000,32853110,45.21,2008,,,,,,,,,14853110
36980,College,6000000,10870605,44.81,2008,,,,,,,,,4870605
36981,Bottle Shock,5000000,8894497,43.79,2008,,,,,,,,,3894497
36982,The Pirates Who Don't Do Anything: A VeggieTales Movie,15000000,26229713,42.81,2008,,,,,,,,,11229713
36983,Death Race,65000000,108832851,40.28,2008,,,,,,,,,43832851
36984,88 Minutes,30000000,49886283,39.86,2008,,,,,,,,,19886283
36985,Frost/Nixon,29000000,47074976,38.4,2008,,,,,,,,,18074976
36986,The Ruins,25000000,40343407,38.03,2008,,,,,,,,,15343407
36987,Swing Vote,21000000,33879734,38.02,2008,,,,,,,,,12879734
36988,Obsluhoval jsem anglickÃ©ho krÃ¡le,4900000,7792212,37.12,2008,,,,,,,,,2892212
36989,Cadillac Records,12000000,17138067,29.98,2008,,,,,,,,,5138067
36990,Semi-Pro,55000000,77460061,29.0,2008,,,,,,,,,22460061
36991,Baghead,200000,280032,28.58,2008,,,,,,,,,80032
36992,Bangkok Dangerous,45000000,61896266,27.3,2008,,,,,,,,,16896266
36993,Teeth,2000000,2698219,25.88,2008,,,,,,,,,698219
36994,Leatherheads,58000000,72722566,20.24,2008,,,,,,,,,14722566
36995,AstÃ©rix aux Jeux Olympiques,113500000,133999622,15.3,2008,,,,,,,,,20499622
36996,The Love Guru,62000000,72394810,14.36,2008,,,,,,,,,10394810
36997,Speed Racer,120000000,137340228,12.63,2008,,,,,,,,,17340228
36998,Witless Protection,7500000,8303672,9.68,2008,,,,,,,,,803672
36999,Hamlet 2,9000000,9820320,8.35,2008,,,,,,,,,820320
37000,Roadside Romeo,2000000,2101292,4.82,2008,,,,,,,,,101292
37001,The Hammer,850000,885276,3.98,2008,,,,,,,,,35276
37002,Meet Dave,60000000,62452060,3.93,2008,,,,,,,,,2452060
37003,The Longshots,23000000,23289719,1.24,2008,,,,,,,,,289719
37004,The Rocker,15000000,15176866,1.17,2008,,,,,,,,,176866
37005,Sex Drive,19000000,18814970,-0.98,2008,,,,,,,,,-185030
37006,Doomsday,33000000,32629958,-1.13,2008,,,,,,,,,-370042
37007,The Spirit,60000000,58812376,-2.02,2008,,,,,,,,,-1187624
37008,Blindness,25000000,23126350,-8.1,2008,,,,,,,,,-1873650
37009,How She Move,17000000,15678456,-8.43,2008,,,,,,,,,-1321544
37010,The Wackness,6000000,5407058,-10.97,2008,,,,,,,,,-592942
37011,Stop-Loss,25000000,22144779,-12.89,2008,,,,,,,,,-2855221
37013,White Noise 2: The Light,10000000,8243567,-21.31,2008,,,,,,,,,-1756433
37014,Charlie Bartlett,12000000,9246203,-29.78,2008,,,,,,,,,-2753797
37015,Redbelt,7000000,5011931,-39.67,2008,,,,,,,,,-1988069
37016,An American Carol,20000000,14035374,-42.5,2008,,,,,,,,,-5964626
37017,Deception,25000000,17448539,-43.28,2008,,,,,,,,,-7551461
37018,City of Ember,38000000,25704565,-47.83,2008,,,,,,,,,-12295435
37019,Strange Wilderness,20000000,13522366,-47.9,2008,,,,,,,,,-6477634
37020,Funny Games,15000000,9494767,-57.98,2008,,,,,,,,,-5505233
37021,Life Before Her Eyes,12000000,7506878,-59.85,2008,,,,,,,,,-4493122
37022,Soul Men,40000000,24428274,-63.74,2008,,,,,,,,,-15571726
37023,Taxi to the Dark Side,1000000,579133,-72.67,2008,,,,,,,,,-420867
37024,"Che, Part 1: The Argentine",58000000,33429891,-73.5,2008,,,,,,,,,-24570109
37025,Transsiberian,15000000,8583216,-74.76,2008,,,,,,,,,-6416784
37026,Snow Angels,1500000,817262,-83.54,2008,,,,,,,,,-682738
37027,Happy Valley,250000,135330,-84.73,2008,,,,,,,,,-114670
37028,How to Lose Friends & Alienate People,28000000,14807036,-89.1,2008,,,,,,,,,-13192964
37029,The Express,37500000,19606715,-91.26,2008,,,,,,,,,-17893285
37030,Punisher: War Zone,35000000,18208511,-92.22,2008,,,,,,,,,-16791489
37031,The Children of Huang Shi,20000000,9253572,-116.13,2008,,,,,,,,,-10746428
37032,Flash of Genius,20000000,8946488,-123.55,2008,,,,,,,,,-11053512
37033,Passchendaele,20000000,8905750,-124.57,2008,,,,,,,,,-11094250
37034,And When Did You Last See Your Father?,8000000,3547731,-125.5,2008,,,,,,,,,-4452269
37035,Pathology,8000000,3380019,-136.69,2008,,,,,,,,,-4619981
37036,Good Dick,200000,81278,-146.07,2008,,,,,,,,,-118722
37037,Miracle at St. Anna,45000000,17593384,-155.78,2008,,,,,,,,,-27406616
37038,American Teen,5000000,1931760,-158.83,2008,,,,,,,,,-3068240
37039,Married Life,12000000,4482186,-167.73,2008,,,,,,,,,-7517814
37040,"Synecdoche, New York",20000000,7467076,-167.84,2008,,,,,,,,,-12532924
37041,Savage Grace,4600000,1403222,-227.82,2008,,,,,,,,,-3196778
37042,The Cottage,5000000,1504960,-232.23,2008,,,,,,,,,-3495040
37043,In the Name of the King: A Dungeon Siege Tale,60000000,18008876,-233.17,2008,,,,,,,,,-41991124
37044,Ã l\'intÃ©rieur,3000000,895932,-234.85,2008,,,,,,,,,-2104068
37045,The Other End of the Line,2500000,622950,-301.32,2008,,,,,,,,,-1877050
37046,Everybody Wants to Be Italian,3000000,702832,-326.84,2008,,,,,,,,,-2297168
37047,Los CronocrÃ­menes,2600000,603601,-330.75,2008,,,,,,,,,-1996399
37048,My Name is Bruce,1500000,346132,-333.36,2008,,,,,,,,,-1153868
37049,Bathory,15000000,3436763,-336.46,2008,,,,,,,,,-11563237
37050,Rogue,23000000,4683829,-391.05,2008,,,,,,,,,-18316171
37051,"War, Inc.",10000000,1880717,-431.71,2008,,,,,,,,,-8119283
37052,Billy: The Early Years of Billy Graham,3600000,641792,-460.93,2008,,,,,,,,,-2958208
37053,Genghis Khan: To the Ends of the Earth and Sea,30000000,4878390,-514.96,2008,,,,,,,,,-25121610
37054,Virgin Territory,38000000,5473041,-594.31,2008,,,,,,,,,-32526959
37055,Fuel,2500000,348510,-617.34,2008,,,,,,,,,-2151490
37056,What Just Happened,27000000,3503070,-670.75,2008,,,,,,,,,-23496930
37057,Kiss the Bride,500000,64066,-680.45,2008,,,,,,,,,-435934
37058,Standard Operating Procedure,5000000,560950,-791.35,2008,,,,,,,,,-4439050
37059,Midnight Meat Train,15000000,1663794,-801.55,2008,,,,,,,,,-13336206
37060,Poultrygeist: Night of the Chicken Dead,450000,36427,-1135.35,2008,,,,,,,,,-413573
37061,The Rise and Fall of Miss Thang,10000,802,-1146.88,2008,,,,,,,,,-9198
37062,The Grand,3000000,231758,-1194.45,2008,,,,,,,,,-2768242
37063,Extreme Movie,1200000,81338,-1375.33,2008,,,,,,,,,-1118662
37064,Little Big Top,240000,14968,-1503.42,2008,,,,,,,,,-225032
37065,Delgo,40000000,1831680,-2083.79,2008,,,,,,,,,-38168320
37066,Repo! The Genetic Opera,8500000,339127,-2406.44,2008,,,,,,,,,-8160873
37067,The Lucky Ones,14000000,533934,-2522.05,2008,,,,,,,,,-13466066
37068,I Come with the Rain,18000000,627422,-2768.88,2008,,,,,,,,,-17372578
37069,Special,1000000,34024,-2839.1,2008,,,,,,,,,-965976
37070,Stuck,5000000,135010,-3603.43,2008,,,,,,,,,-4864990
37071,"Surfer, Dude",6000000,72994,-8119.85,2008,,,,,,,,,-5927006
37072,August,3400000,25272,-13353.62,2008,,,,,,,,,-3374728
37073,All Hat,4900000,30396,-16020.54,2008,,,,,,,,,-4869604
37074,Good,16000000,63262,-25191.64,2008,,,,,,,,,-15936738
37075,Once,150000,32769488,99.54,2007,,,,,,,,,32619488
37076,Juno,7000000,374945367,98.13,2007,,,,,,,,,367945367
37077,Das Leben der Anderen,2000000,92481704,97.84,2007,,,,,,,,,90481704
37078,Waitress,1500000,41314733,96.37,2007,,,,,,,,,39814733
37079,El orfanato,4000000,86409340,95.37,2007,,,,,,,,,82409340
37080,Saw IV,10000000,199059789,94.98,2007,,,,,,,,,189059789
37081,Superbad,17500000,291418368,93.99,2007,,,,,,,,,273918368
37082,Aqua Teen Hunger Force Colon Movie Film for Theaters,750000,11040736,93.21,2007,,,,,,,,,10290736
37083,Knocked Up,27500000,368027717,92.53,2007,,,,,,,,,340527717
37084,300,60000000,664776874,90.97,2007,,,,,,,,,604776874
37085,The Game Plan,22000000,237239189,90.73,2007,,,,,,,,,215239189
37086,Mr. Bean's Holiday,25000000,268283509,90.68,2007,,,,,,,,,243283509
37087,Alvin and the Chipmunks,55000000,579932007,90.52,2007,,,,,,,,,524932007
37088,Disturbia,20000000,199356601,89.97,2007,,,,,,,,,179356601
37089,The Simpsons Movie,72500000,710206036,89.79,2007,,,,,,,,,637706036
37090,Stomp the Yard,14000000,136881939,89.77,2007,,,,,,,,,122881939
37091,No Country for Old Men,25000000,238309258,89.51,2007,,,,,,,,,213309258
37093,1408,22500000,203248998,88.93,2007,,,,,,,,,180748998
37094,Bridge to Terabithia,25000000,220218927,88.65,2007,,,,,,,,,195218927
37095,Harry Potter and the Order of the Phoenix,150000000,1235213717,87.86,2007,,,,,,,,,1085213717
37096,Gwoemul,12000000,94820040,87.34,2007,,,,,,,,,82820040
37097,This Christmas,13000000,98855479,86.85,2007,,,,,,,,,85855479
37098,Why Did I Get Married?,15000000,111138703,86.5,2007,,,,,,,,,96138703
37099,Shrek the Third,160000000,1130050880,85.84,2007,,,,,,,,,970050880
37100,Wild Hogs,60000000,421768967,85.77,2007,,,,,,,,,361768967
37101,P.S. I Love You,30000000,209465486,85.68,2007,,,,,,,,,179465486
37102,Hostel: Part II,7500000,51151221,85.34,2007,,,,,,,,,43651221
37103,Transformers,151000000,1027518785,85.3,2007,,,,,,,,,876518785
37104,Sicko,9000000,61074350,85.26,2007,,,,,,,,,52074350
37105,Michael Clayton,21500000,142021533,84.86,2007,,,,,,,,,120521533
37106,Hot Fuzz,16000000,105361404,84.81,2007,,,,,,,,,89361404
37107,Premonition,20000000,129313947,84.53,2007,,,,,,,,,109313947
37108,La MÃ´me,15500000,98911619,84.33,2007,,,,,,,,,83411619
37109,The Mist,13000000,82783163,84.3,2007,,,,,,,,,69783163
37110,Epic Movie,20000000,126597945,84.2,2007,,,,,,,,,106597945
37111,Bella,3300000,20498846,83.9,2007,,,,,,,,,17198846
37112,28 Weeks Later,15000000,92871630,83.85,2007,,,,,,,,,77871630
37113,Atonement,30000000,180759887,83.4,2007,,,,,,,,,150759887
37114,The Bucket List,45000000,268273947,83.23,2007,,,,,,,,,223273947
37115,Hitman,24000000,138823265,82.71,2007,,,,,,,,,114823265
37116,I am Legend,150000000,841925694,82.18,2007,,,,,,,,,691925694
37117,The Messengers,16000000,89149666,82.05,2007,,,,,,,,,73149666
37118,Ratatouille,150000000,832995349,81.99,2007,,,,,,,,,682995349
37119,Enchanted,85000000,468091018,81.84,2007,,,,,,,,,383091018
37120,Awake,8600000,47342473,81.83,2007,,,,,,,,,38742473
37121,Smokin' Aces,17000000,92926171,81.71,2007,,,,,,,,,75926171
37122,Daddy Day Camp,6000000,31445139,80.92,2007,,,,,,,,,25445139
37123,The Bourne Ultimatum,130000000,671514466,80.64,2007,,,,,,,,,541514466
37124,Ocean's Thirteen,85000000,428888930,80.18,2007,,,,,,,,,343888930
37125,Music and Lyrics,40000000,196769474,79.67,2007,,,,,,,,,156769474
37126,No Reservations,28000000,135051935,79.27,2007,,,,,,,,,107051935
37127,Spider-Man 3,258000000,1231390533,79.05,2007,,,,,,,,,973390533
37128,Live Free or Die Hard,110000000,516817550,78.72,2007,,,,,,,,,406817550
37129,There Will Be Blood,25000000,117431225,78.71,2007,,,,,,,,,92431225
37130,Se jie,15000000,69772412,78.5,2007,,,,,,,,,54772412
37131,The Kite Runner,20000000,89980823,77.77,2007,,,,,,,,,69980823
37132,Resident Evil: Extinction,45000000,200519782,77.56,2007,,,,,,,,,155519782
37133,Blades of Glory,61000000,264189096,76.91,2007,,,,,,,,,203189096
37134,Hairspray,75000000,321907421,76.7,2007,,,,,,,,,246907421
37135,TMNT,35000000,150245116,76.7,2007,,,,,,,,,115245116
37136,Aliens vs. Predator - Requiem,40000000,170681560,76.56,2007,,,,,,,,,130681560
37137,Pirates of the Caribbean: At World's End,300000000,1272840850,76.43,2007,,,,,,,,,972840850
37138,Reno 911!: Miami,10000000,42193523,76.3,2007,,,,,,,,,32193523
37139,Persepolis,7300000,29840590,75.54,2007,,,,,,,,,22540590
37140,The Great Debaters,15000000,60487437,75.2,2007,,,,,,,,,45487437
37141,30 Days of Night,30000000,119845152,74.97,2007,,,,,,,,,89845152
37142,The Namesake,8500000,33899295,74.93,2007,,,,,,,,,25399295
37143,American Gangster,100000000,398150101,74.88,2007,,,,,,,,,298150101
37144,August Rush,25000000,97546265,74.37,2007,,,,,,,,,72546265
37145,The Hills Have Eyes II,15000000,58270704,74.26,2007,,,,,,,,,43270704
37146,Bug,4000000,15309703,73.87,2007,,,,,,,,,11309703
37147,Freedom Writers,21000000,80238211,73.83,2007,,,,,,,,,59238211
37148,This is England,2380000,9067495,73.75,2007,,,,,,,,,6687495
37149,Good Luck Chuck,25000000,94201118,73.46,2007,,,,,,,,,69201118
37150,Into the Wild,20000000,75177316,73.4,2007,,,,,,,,,55177316
37151,The Water Horse: Legend of the Deep,40000000,143842572,72.19,2007,,,,,,,,,103842572
37152,I Now Pronounce You Chuck and Larry,85000000,305433742,72.17,2007,,,,,,,,,220433742
37153,The Number 23,32000000,112786334,71.63,2007,,,,,,,,,80786334
37154,Becoming Jane,16500000,58044787,71.57,2007,,,,,,,,,41544787
37155,Fantastic Four: Rise of the Silver Surfer,120000000,421402429,71.52,2007,,,,,,,,,301402429
37156,Taxi 4,17500000,60865364,71.25,2007,,,,,,,,,43365364
37157,The Wind That Shakes the Barley,8300000,27499316,69.82,2007,,,,,,,,,19199316
37158,License to Wed,35000000,113986906,69.29,2007,,,,,,,,,78986906
37159,We Own the Night,28000000,83871036,66.62,2007,,,,,,,,,55871036
37160,Ghost Rider,120000000,345348185,65.25,2007,,,,,,,,,225348185
37161,Because I Said So,39000000,112212873,65.24,2007,,,,,,,,,73212873
37162,"Gone, Baby, Gone",19000000,54652380,65.23,2007,,,,,,,,,35652380
37163,Dragon Wars: D-War,32000000,90893082,64.79,2007,,,,,,,,,58893082
37164,Nancy Drew,20000000,56288530,64.47,2007,,,,,,,,,36288530
37166,Bee Movie,150000000,414225854,63.79,2007,,,,,,,,,264225854
37167,3:10 to Yuma,48000000,124778741,61.53,2007,,,,,,,,,76778741
37168,War,25000000,63172818,60.43,2007,,,,,,,,,38172818
37169,Stardust,70000000,175657183,60.15,2007,,,,,,,,,105657183
37170,Charlie Wilson's War,75000000,186173866,59.72,2007,,,,,,,,,111173866
37171,In the Land of Women,10500000,25193360,58.32,2007,,,,,,,,,14693360
37172,Shooter,60000000,142542142,57.91,2007,,,,,,,,,82542142
37173,Lions for Lambs,35000000,78209158,55.25,2007,,,,,,,,,43209158
37174,Rush Hour 3,180000000,396711850,54.63,2007,,,,,,,,,216711850
37175,The Reaping,40000000,87352428,54.21,2007,,,,,,,,,47352428
37176,Hannibal Rising,50000000,108253036,53.81,2007,,,,,,,,,58253036
37177,The Golden Compass,205000000,437370286,53.13,2007,,,,,,,,,232370286
37178,Le Scaphandre et le Papillon,14000000,28744547,51.3,2007,,,,,,,,,14744547
37179,Surf's Up,100000000,204263439,51.04,2007,,,,,,,,,104263439
37180,Reign Over Me,20000000,39743974,49.68,2007,,,,,,,,,19743974
37181,Georgia Rule,20000000,39702481,49.63,2007,,,,,,,,,19702481
37182,The Savages,9000000,17265105,47.87,2007,,,,,,,,,8265105
37183,A Mighty Heart,15000000,28330355,47.05,2007,,,,,,,,,13330355
37184,Dead Silence,20000000,37189251,46.22,2007,,,,,,,,,17189251
37185,Beowulf,150000000,277361158,45.92,2007,,,,,,,,,127361158
37186,The Kingdom,72500000,133976852,45.89,2007,,,,,,,,,61476852
37187,I Think I Love My Wife,14000000,25765182,45.66,2007,,,,,,,,,11765182
37188,The Astronaut Farmer,13000000,22144856,41.3,2007,,,,,,,,,9144856
37189,Elizabeth: The Golden Age,55000000,91156106,39.66,2007,,,,,,,,,36156106
37190,In the Shadow of the Moon,2000000,3309945,39.58,2007,,,,,,,,,1309945
37191,Who's Your Caddy?,7000000,11388616,38.54,2007,,,,,,,,,4388616
37192,Arthur et les Minimoys,80000000,128458506,37.72,2007,,,,,,,,,48458506
37193,You Kill Me,4000000,6285815,36.36,2007,,,,,,,,,2285815
37194,Evan Almighty,175000000,274421019,36.23,2007,,,,,,,,,99421019
37195,Sydney White,16500000,25528754,35.37,2007,,,,,,,,,9028754
37196,Control,6400000,9773718,34.52,2007,,,,,,,,,3373718
37197,The Brave One,70000000,106586508,34.33,2007,,,,,,,,,36586508
37198,Eastern Promises,50000000,73258353,31.75,2007,,,,,,,,,23258353
37199,Zwartboek,22000000,31636886,30.46,2007,,,,,,,,,9636886
37200,No End In Sight,2000000,2866638,30.23,2007,,,,,,,,,866638
37201,Grindhouse,53000000,75218826,29.54,2007,,,,,,,,,22218826
37202,Ta Ra Rum Pum,7400000,10316507,28.27,2007,,,,,,,,,2916507
37203,Lars and the Real Girl,12500000,17233599,27.47,2007,,,,,,,,,4733599
37204,Zodiac,85000000,116160168,26.83,2007,,,,,,,,,31160168
37205,In the Valley of Elah,23000000,31266891,26.44,2007,,,,,,,,,8266891
37206,Black Snake Moan,15000000,20348023,26.28,2007,,,,,,,,,5348023
37207,Rendition,27500000,36675970,25.02,2007,,,,,,,,,9175970
37208,Death Sentence,20000000,26442089,24.36,2007,,,,,,,,,6442089
37209,Shotgun Stories,250000,330200,24.29,2007,,,,,,,,,80200
37210,Next,70000000,91802513,23.75,2007,,,,,,,,,21802513
37211,Arn - Tempelriddaren,16500000,21404122,22.91,2007,,,,,,,,,4904122
37212,Rescue Dawn,10000000,12528309,20.18,2007,,,,,,,,,2528309
37213,Across the Universe,45000000,53710816,16.22,2007,,,,,,,,,8710816
37214,Happily N'Ever After,47000000,53772850,12.6,2007,,,,,,,,,6772850
37215,Hot Rod,25000000,28272733,11.58,2007,,,,,,,,,3272733
37216,Walk Hard: The Dewey Cox Story,35000000,38923204,10.08,2007,,,,,,,,,3923204
37217,Shoot 'Em Up,39000000,39593648,1.5,2007,,,,,,,,,593648
37218,Thr3e,2400000,2429267,1.2,2007,,,,,,,,,29267
37219,Journey from the Fall,1300000,1270610,-2.31,2007,,,,,,,,,-29390
37220,Namastey London,8400000,8038076,-4.5,2007,,,,,,,,,-361924
37221,Wristcutters: A Love Story,1000000,919934,-8.7,2007,,,,,,,,,-80066
37222,Sunshine,40000000,35719170,-11.98,2007,,,,,,,,,-4280830
37223,Alone with Her,1000000,855164,-16.94,2007,,,,,,,,,-144836
37224,Evening,30000000,25292220,-18.61,2007,,,,,,,,,-4707780
37225,I'm Not There,20000000,16415222,-21.84,2007,,,,,,,,,-3584778
37226,Alatriste,28000000,22860477,-22.48,2007,,,,,,,,,-5139523
37227,Code Name: The Cleaner,20000000,16270048,-22.93,2007,,,,,,,,,-3729952
37228,Love in the Time of Cholera,45000000,35695026,-26.07,2007,,,,,,,,,-9304974
37229,"Paris, je t'aime",13000000,10032462,-29.58,2007,,,,,,,,,-2967538
37230,Gracie,9000000,6878382,-30.84,2007,,,,,,,,,-2121618
37231,The Ultimate Gift,9000000,6877470,-30.86,2007,,,,,,,,,-2122530
37232,Things We Lost in the Fire,16000000,11407463,-40.26,2007,,,,,,,,,-4592537
37233,The Invasion,80000000,55221233,-44.87,2007,,,,,,,,,-24778767
37234,Blood and Chocolate,15000000,10077898,-48.84,2007,,,,,,,,,-4922102
37235,The Assassination of Jesse James by the Coward Robert Ford,30000000,19222780,-56.06,2007,,,,,,,,,-10777220
37236,Martian Child,27000000,16852399,-60.21,2007,,,,,,,,,-10147601
37237,Severance,10000000,6087223,-64.28,2007,,,,,,,,,-3912777
37238,The Hoax,25000000,14329990,-74.46,2007,,,,,,,,,-10670010
37239,Cama adentro,800000,400866,-99.57,2007,,,,,,,,,-399134
37240,Resurrecting the Champ,13000000,6432937,-102.08,2007,,,,,,,,,-6567063
37241,Factory Girl,7000000,3322928,-110.66,2007,,,,,,,,,-3677072
37242,Pierrot le fou,300000,142187,-110.99,2007,,,,,,,,,-157813
37243,The Last Legion,67000000,31289831,-114.13,2007,,,,,,,,,-35710169
37244,"Gandhi, My Father",5000000,2255429,-121.69,2007,,,,,,,,,-2744571
37245,The Last Sin Eater,2200000,776780,-183.22,2007,,,,,,,,,-1423220
37246,Romance and Cigarettes,11000000,3782253,-190.83,2007,,,,,,,,,-7217747
